,Region,Major region,Year,variable,value
4602,Central & Eastern Cheshire,North West,2014,"Admissions per 100,000 population: women",866.4375890211792
4603,Central Lancashire,North West,2014,"Admissions per 100,000 population: women",1279.0042492257767
4604,Cumbria,North West,2014,"Admissions per 100,000 population: women",661.3042433032108
4605,East Lancashire,North West,2014,"Admissions per 100,000 population: women",647.342448271781
4606,Halton & St. Helens,North West,2014,"Admissions per 100,000 population: women",982.3707098588616
4607,"Heywood, Middleton & Rochdale",North West,2014,"Admissions per 100,000 population: women",489.3164369623532
4608,Knowsley,North West,2014,"Admissions per 100,000 population: women",1265.8723426468478
4609,Liverpool,North West,2014,"Admissions per 100,000 population: women",962.9733556113923
4610,Manchester,North West,2014,"Admissions per 100,000 population: women",598.5290997241561
4611,North Lancashire,North West,2014,"Admissions per 100,000 population: women",465.1836298803555
4612,Oldham,North West,2014,"Admissions per 100,000 population: women",429.3564878116753
4613,Salford,North West,2014,"Admissions per 100,000 population: women",1015.3885502365829
4614,Sefton,North West,2014,"Admissions per 100,000 population: women",1140.31398934679
4615,Stockport,North West,2014,"Admissions per 100,000 population: women",551.6850906931622
4616,Tameside,North West,2014,"Admissions per 100,000 population: women",956.462331532203
4617,Trafford,North West,2014,"Admissions per 100,000 population: women",372.6386612611059
4618,Warrington,North West,2014,"Admissions per 100,000 population: women",396.26241377623404
4619,Western Cheshire,North West,2014,"Admissions per 100,000 population: women",496.0570877658479
4620,Wirral,North West,2014,"Admissions per 100,000 population: women",1151.0384040861563
4621,Yorkshire And The Humber,North West,2014,"Admissions per 100,000 population: women",696.6979532380354
4622,Yorkshire And The Humber,North West,2014,"Admissions per 100,000 population: women",696.6979532380354
4623,Barnsley,North West,2014,"Admissions per 100,000 population: women",423.2472136931924
4624,Bradford & Airedale,North West,2014,"Admissions per 100,000 population: women",1959.1606285875598
4625,Calderdale,North West,2014,"Admissions per 100,000 population: women",763.4392122303536
4626,Doncaster,North West,2014,"Admissions per 100,000 population: women",431.92316726257275
4627,East Riding Of Yorkshire,North West,2014,"Admissions per 100,000 population: women",310.4264710180936
4628,Hull,North West,2014,"Admissions per 100,000 population: women",268.40910869395105
4629,Kirklees,North West,2014,"Admissions per 100,000 population: women",493.68531181108244
4630,Leeds,North West,2014,"Admissions per 100,000 population: women",604.7096270086212
4631,North East Lincolnshire,North West,2014,"Admissions per 100,000 population: women",1094.4462029169001
4632,North Lincolnshire,North West,2014,"Admissions per 100,000 population: women",376.28897063257557
4633,North Yorkshire & York,North West,2014,"Admissions per 100,000 population: women",355.34031709939933
4634,Rotherham,North West,2014,"Admissions per 100,000 population: women",778.9515403728602
4635,Sheffield,North West,2014,"Admissions per 100,000 population: women",1131.019959386427
4636,Wakefield District,North West,2014,"Admissions per 100,000 population: women",282.68466225197426
4637,Bassetlaw,East Midlands,2014,"Admissions per 100,000 population: women",395.31247254774496
4638,Derby,East Midlands,2014,"Admissions per 100,000 population: women",1857.5186983856993
4639,Derbyshire,East Midlands,2014,"Admissions per 100,000 population: women",678.4220681998329
4640,Leicester,East Midlands,2014,"Admissions per 100,000 population: women",325.37505177785647
4641,Leicestershire,East Midlands,2014,"Admissions per 100,000 population: women",302.0279842864984
4642,Lincolnshire,East Midlands,2014,"Admissions per 100,000 population: women",742.0156505756127
4643,Northampton,East Midlands,2014,"Admissions per 100,000 population: women",333.3058422371306
4644,Nottingham,East Midlands,2014,"Admissions per 100,000 population: women",453.84875689233036
4645,Nottinghamshire,East Midlands,2014,"Admissions per 100,000 population: women",528.6991433439929
4646,Birmingham East & North,West Midlands,2014,"Admissions per 100,000 population: women",491.4379057823553
4647,Coventry,West Midlands,2014,"Admissions per 100,000 population: women",2089.462170928566
4648,Dudley,West Midlands,2014,"Admissions per 100,000 population: women",1528.5185417581727
4649,Heart Of Birmingham,West Midlands,2014,"Admissions per 100,000 population: women",1056.808574467505
4650,Herefordshire,West Midlands,2014,"Admissions per 100,000 population: women",257.3505758219134
4651,North Staffordshire,West Midlands,2014,"Admissions per 100,000 population: women",400.50062578222776
4652,Sandwell,West Midlands,2014,"Admissions per 100,000 population: women",1133.2058636073932
4653,Shropshire,West Midlands,2014,"Admissions per 100,000 population: women",584.9954478831042
4654,Solihull,West Midlands,2014,"Admissions per 100,000 population: women",289.392088696796
4655,South Birmingham,West Midlands,2014,"Admissions per 100,000 population: women",1318.8032451018626
4656,South Staffordshire,West Midlands,2014,"Admissions per 100,000 population: women",703.5746385152714
4657,Stoke On Trent,West Midlands,2014,"Admissions per 100,000 population: women",557.5069591445873
4658,Telford And Wrekin,West Midlands,2014,"Admissions per 100,000 population: women",848.9569109841963
4659,Walsall,West Midlands,2014,"Admissions per 100,000 population: women",1019.663904773019
4660,Warwickshire,West Midlands,2014,"Admissions per 100,000 population: women",1043.8028941971636
4661,Wolverhampton,West Midlands,2014,"Admissions per 100,000 population: women",1020.7073628820718
4662,Worcestershire,West Midlands,2014,"Admissions per 100,000 population: women",1544.6015428633011
4663,East Of England,West Midlands,2014,"Admissions per 100,000 population: women",738.9290784596178
4664,East Of England,West Midlands,2014,"Admissions per 100,000 population: women",738.9290784596178
4665,Bedfordshire,West Midlands,2014,"Admissions per 100,000 population: women",593.6136349515119
4666,Cambridgeshire,West Midlands,2014,"Admissions per 100,000 population: women",557.0664374687312
4667,Great Yarmouth & Waveney,West Midlands,2014,"Admissions per 100,000 population: women",863.2089332941522
4668,Hertfordshire,West Midlands,2014,"Admissions per 100,000 population: women",1074.2553616414455
4669,Luton,West Midlands,2014,"Admissions per 100,000 population: women",1346.1899075234646
4670,Mid Essex,West Midlands,2014,"Admissions per 100,000 population: women",467.4515235457063
4671,Norfolk,West Midlands,2014,"Admissions per 100,000 population: women",656.1781098982539
4672,North East Essex,West Midlands,2014,"Admissions per 100,000 population: women",299.1557299587566
4673,Peterborough,West Midlands,2014,"Admissions per 100,000 population: women",485.4890335331142
4674,South East Essex,West Midlands,2014,"Admissions per 100,000 population: women",396.07663147874274
4675,South West Essex,West Midlands,2014,"Admissions per 100,000 population: women",992.0187365319179
4676,Suffolk,West Midlands,2014,"Admissions per 100,000 population: women",749.0189497599008
4677,West Essex,West Midlands,2014,"Admissions per 100,000 population: women",759.4834435302514
4678,Barking And Dagenham,London,2014,"Admissions per 100,000 population: women",632.3058363492659
4679,Barnet,London,2014,"Admissions per 100,000 population: women",403.5981618086412
4680,Bexley,London,2014,"Admissions per 100,000 population: women",453.2685885696766
4681,Brent,London,2014,"Admissions per 100,000 population: women",1712.335395792068
4682,Bromley,London,2014,"Admissions per 100,000 population: women",274.47505870544427
4683,Camden,London,2014,"Admissions per 100,000 population: women",411.6108179537318
4684,City & Hackney,London,2014,"Admissions per 100,000 population: women",593.585522456928
4685,Croydon,London,2014,"Admissions per 100,000 population: women",574.6728887422645
4686,Ealing,London,2014,"Admissions per 100,000 population: women",665.0144568360182
4687,Enfield,London,2014,"Admissions per 100,000 population: women",543.6857336370913
4688,Greenwich,London,2014,"Admissions per 100,000 population: women",550.595700998538
4689,Hammersmith And Fulham,London,2014,"Admissions per 100,000 population: women",347.08459651415654
4690,Haringey,London,2014,"Admissions per 100,000 population: women",674.2847377047907
4691,Harrow,London,2014,"Admissions per 100,000 population: women",1617.3060794921971
4692,Havering,London,2014,"Admissions per 100,000 population: women",433.5599730949699
4693,Hillingdon,London,2014,"Admissions per 100,000 population: women",880.2664590362488
4694,Hounslow,London,2014,"Admissions per 100,000 population: women",290.22310901505534
4695,Islington,London,2014,"Admissions per 100,000 population: women",748.5044268963867
4696,Kensington And Chelsea,London,2014,"Admissions per 100,000 population: women",254.48149395606453
4697,Kingston,London,2014,"Admissions per 100,000 population: women",327.78095945995346
4698,Lambeth,London,2014,"Admissions per 100,000 population: women",473.6045696617952
4699,Lewisham,London,2014,"Admissions per 100,000 population: women",377.21160651096955
4700,Newham,London,2014,"Admissions per 100,000 population: women",752.6193444058889
4701,Redbridge,London,2014,"Admissions per 100,000 population: women",604.0443482735045
4702,Richmond Upon Thames,London,2014,"Admissions per 100,000 population: women",183.1196936906942
4703,Southwark,London,2014,"Admissions per 100,000 population: women",485.9800253972612
4704,Sutton,London,2014,"Admissions per 100,000 population: women",536.6869593079141
4705,Tower Hamlets,London,2014,"Admissions per 100,000 population: women",326.1404825910408
4706,Waltham Forest,London,2014,"Admissions per 100,000 population: women",1235.2909445390585
4707,Wandsworth,London,2014,"Admissions per 100,000 population: women",300.85336394426963
4708,Westminster,London,2014,"Admissions per 100,000 population: women",357.9164613682635
4709,South East Coast,South East,2014,"Admissions per 100,000 population: women",466.23051037626124
4710,Brighton And Hove,South East,2014,"Admissions per 100,000 population: women",688.1119699307501
4711,East Sussex Downs & Weald,South East,2014,"Admissions per 100,000 population: women",509.34739514014075
4712,Eastern & Coastal Kent,South East,2014,"Admissions per 100,000 population: women",312.4478504768873
4713,Hastings & Rother,South East,2014,"Admissions per 100,000 population: women",693.1661600277687
4714,Medway,South East,2014,"Admissions per 100,000 population: women",727.9971838792064
4715,Surrey,South East,2014,"Admissions per 100,000 population: women",272.6475632888178
4716,West Kent,South East,2014,"Admissions per 100,000 population: women",333.30831436061237
4717,Berkshire East,South Central,2014,"Admissions per 100,000 population: women",904.1390656586368
4718,Berkshire West,South Central,2014,"Admissions per 100,000 population: women",537.7634183756545
4719,Buckinghamshire,South Central,2014,"Admissions per 100,000 population: women",453.50789488577414
4720,Hampshire,South Central,2014,"Admissions per 100,000 population: women",487.24303747932146
4721,Isle Of Wight,South Central,2014,"Admissions per 100,000 population: women",403.22012152998064
4722,Milton Keynes,South Central,2014,"Admissions per 100,000 population: women",614.4333731074987
4723,Oxfordshire,South Central,2014,"Admissions per 100,000 population: women",548.8992132968868
4724,Portsmouth,South Central,2014,"Admissions per 100,000 population: women",610.3924232579203
4725,Southampton,South Central,2014,"Admissions per 100,000 population: women",1499.5073047427272
4726,Bath And North East Somerset,South West,2014,"Admissions per 100,000 population: women",805.8665297512082
4727,Bournemouth & Poole,South West,2014,"Admissions per 100,000 population: women",500.3253906180034
4728,Bristol,South West,2014,"Admissions per 100,000 population: women",867.2202841986131
4729,Cornwall & Isles Of Scilly,South West,2014,"Admissions per 100,000 population: women",1782.4576639166305
4730,Devon,South West,2014,"Admissions per 100,000 population: women",862.8082850385925
4731,Dorset,South West,2014,"Admissions per 100,000 population: women",413.9537295910911
