,Region,Major region,Year,variable,quantity
5297,Sutton,London,2018,"Admissions per 100,000 population: women",785.0
5298,Tower Hamlets,London,2018,"Admissions per 100,000 population: women",1303.0
5300,Wandsworth,London,2018,"Admissions per 100,000 population: women",696.0
5333,Somerset,South West,2018,"Admissions per 100,000 population: women",1717.0
5334,South Gloucestershire,South West,2018,"Admissions per 100,000 population: women",2625.0
5335,Swindon,South West,2018,"Admissions per 100,000 population: women",1931.0
1643,Westminster,London,2018,Admissions count: men,492.0
1642,Kingston Upon Thames,London,2018,Admissions count: men,268.0
1641,Kensington And Chelsea,London,2018,Admissions count: men,286.0
1640,Wandsworth,London,2018,Admissions count: men,513.0
1639,Waltham Forest,London,2018,Admissions count: men,536.0
1638,Tower Hamlets,London,2018,Admissions count: men,536.0
1637,Sutton,London,2018,Admissions count: men,385.0
1636,Southwark,London,2018,Admissions count: men,734.0
1635,Richmond Upon Thames,London,2018,Admissions count: men,275.0
1634,Redbridge,London,2018,Admissions count: men,642.0
1633,Newham,London,2018,Admissions count: men,671.0
1632,Merton,London,2018,Admissions count: men,375.0
1631,Lewisham,London,2018,Admissions count: men,440.0
1630,Lambeth,London,2018,Admissions count: men,653.0
1629,Islington,London,2018,Admissions count: men,522.0
1628,Hounslow,London,2018,Admissions count: men,628.0
1627,Hillingdon,London,2018,Admissions count: men,877.0
1626,Havering,London,2018,Admissions count: men,800.0
1625,Harrow,London,2018,Admissions count: men,1031.0
1624,Haringey,London,2018,Admissions count: men,668.0
1623,Hammersmith And Fulham,London,2018,Admissions count: men,509.0
1622,Hackney,London,2018,Admissions count: men,749.0
1621,Greenwich,London,2018,Admissions count: men,620.0
1620,Enfield,London,2018,Admissions count: men,931.0
1619,Ealing,London,2018,Admissions count: men,1469.0
1618,Croydon,London,2018,Admissions count: men,754.0
1617,Camden,London,2018,Admissions count: men,350.0
1616,Bromley,London,2018,Admissions count: men,571.0
1615,Brent,London,2018,Admissions count: men,1209.0
1644,Bracknell Forest,South East,2018,Admissions count: men,330.0
1645,Brighton And Hove,South East,2018,Admissions count: men,885.0
1646,Buckinghamshire,South East,2018,Admissions count: men,1781.0
1647,East Sussex,South East,2018,Admissions count: men,1547.0
1677,Wiltshire,South West,2018,Admissions count: men,1837.0
1676,Torbay,South West,2018,Admissions count: men,871.0
1675,Swindon,South West,2018,Admissions count: men,942.0
1674,South Gloucestershire,South West,2018,Admissions count: men,1448.0
1673,Somerset,South West,2018,Admissions count: men,2210.0
3482,Milton Keynes,South East,2018,"Admissions per 100,000 population",1256.0
1671,North Somerset,South West,2018,Admissions count: men,982.0
1670,Isles Of Scilly,South West,2018,Admissions count: men,16.0
1669,Gloucestershire,South West,2018,Admissions count: men,1832.0
1668,Dorset,South West,2018,Admissions count: men,2333.0
1667,Devon,South West,2018,Admissions count: men,2470.0
1666,Cornwall,South West,2018,Admissions count: men,4354.0
1665,Bristol,South West,2018,Admissions count: men,2203.0
1664,Bournemouth,South West,2018,Admissions count: men,1818.0
5269,Suffolk,West Midlands,2018,"Admissions per 100,000 population: women",1778.0
1663,Poole,South West,2018,Admissions count: men,941.0
1661,Wokingham,West Sussex,2018,Admissions count: men,212.0
1660,West Berkshire,South East,2018,Admissions count: men,307.0
1659,Surrey,South East,2018,Admissions count: men,1958.0
1658,Southampton,South East,2018,Admissions count: men,1892.0
1657,Slough,South East,2018,Admissions count: men,951.0
1656,Windsor And Maidenhead,South East,2018,Admissions count: men,770.0
1655,Reading,South East,2018,Admissions count: men,254.0
1654,Portsmouth,South East,2018,Admissions count: men,720.0
1653,Oxfordshire,South East,2018,Admissions count: men,1227.0
1652,Milton Keynes,South East,2018,Admissions count: men,1059.0
1651,Medway,South East,2018,Admissions count: men,1387.0
1650,Kent,South East,2018,Admissions count: men,5815.0
1649,Isle Of Wight,South East,2018,Admissions count: men,875.0
1648,Hampshire,South East,2018,Admissions count: men,4557.0
1662,Bath And North East Somerset,South West,2018,Admissions count: men,563.0
5268,Southend-On-Sea,West Midlands,2018,"Admissions per 100,000 population: women",469.0
1672,Plymouth,South West,2018,Admissions count: men,972.0
5266,Norfolk,West Midlands,2018,"Admissions per 100,000 population: women",1288.0
2443,Gateshead,North East,2018,Admissions count: women,1192.0
2442,County Durham,North East,2018,Admissions count: women,2270.0
2441,Darlington,North East,2018,Admissions count: women,393.0
611,Darlington,North East,2018,Total admissions,696.0
612,County Durham,North East,2018,Total admissions,3685.0
613,Gateshead,North East,2018,Total admissions,1646.0
614,Hartlepool,North East,2018,Total admissions,798.0
615,Middlesbrough,North East,2018,Total admissions,825.0
616,Newcastle-Upon-Tyne,North East,2018,Total admissions,1982.0
617,North Tyneside,North East,2018,Total admissions,2916.0
618,Northumberland,North East,2018,Total admissions,4454.0
619,Redcar And Cleveland,North East,2018,Total admissions,812.0
620,South Tyneside,North East,2018,Total admissions,806.0
621,Stockton-On-Tees,North East,2018,Total admissions,1415.0
622,Sunderland,North East,2018,Total admissions,2341.0
623,Blackburn With Darwen,North West,2018,Total admissions,2924.0
5186,Darlington,North East,2018,"Admissions per 100,000 population: women",721.0
5187,County Durham,North East,2018,"Admissions per 100,000 population: women",853.0
5188,Gateshead,North East,2018,"Admissions per 100,000 population: women",1170.0
5189,Hartlepool,North East,2018,"Admissions per 100,000 population: women",1057.0
5190,Middlesbrough,North East,2018,"Admissions per 100,000 population: women",765.0
5191,Newcastle-Upon-Tyne,North East,2018,"Admissions per 100,000 population: women",986.0
5192,North Tyneside,North East,2018,"Admissions per 100,000 population: women",1871.0
5193,Northumberland,North East,2018,"Admissions per 100,000 population: women",1705.0
5194,Redcar And Cleveland,North East,2018,"Admissions per 100,000 population: women",717.0
5195,South Tyneside,North East,2018,"Admissions per 100,000 population: women",660.0
5196,Stockton-On-Tees,North East,2018,"Admissions per 100,000 population: women",935.0
5197,Sunderland,North East,2018,"Admissions per 100,000 population: women",1200.0
5198,Blackburn With Darwen,North West,2018,"Admissions per 100,000 population: women",3039.0
2444,Hartlepool,North East,2018,Admissions count: women,488.0
2445,Middlesbrough,North East,2018,Admissions count: women,499.0
2446,Newcastle-Upon-Tyne,North East,2018,Admissions count: women,1380.0
2447,North Tyneside,North East,2018,Admissions count: women,1982.0
3484,Portsmouth,South East,2018,"Admissions per 100,000 population",1197.0
3485,Reading,South East,2018,"Admissions per 100,000 population",568.0
5267,Peterborough,West Midlands,2018,"Admissions per 100,000 population: women",872.0
3486,Windsor And Maidenhead,South East,2018,"Admissions per 100,000 population",1437.0
3487,Slough,South East,2018,"Admissions per 100,000 population",2588.0
3488,Southampton,South East,2018,"Admissions per 100,000 population",2683.0
3489,Surrey,South East,2018,"Admissions per 100,000 population",547.0
3490,West Berkshire,South East,2018,"Admissions per 100,000 population",485.0
3491,Wokingham,West Sussex,2018,"Admissions per 100,000 population",372.0
3492,Bath And North East Somerset,South West,2018,"Admissions per 100,000 population",845.0
3493,Poole,South West,2018,"Admissions per 100,000 population",1586.0
3494,Bournemouth,South West,2018,"Admissions per 100,000 population",2281.0
3495,Bristol,South West,2018,"Admissions per 100,000 population",2105.0
3496,Cornwall,South West,2018,"Admissions per 100,000 population",2492.0
5199,Blackpool,North West,2018,"Admissions per 100,000 population: women",1629.0
3497,Devon,South West,2018,"Admissions per 100,000 population",936.0
3499,Gloucestershire,South West,2018,"Admissions per 100,000 population",865.0
3500,Isles Of Scilly,South West,2018,"Admissions per 100,000 population",1488.0
3501,North Somerset,South West,2018,"Admissions per 100,000 population",1504.0
3502,Plymouth,South West,2018,"Admissions per 100,000 population",1005.0
3503,Somerset,South West,2018,"Admissions per 100,000 population",1249.0
3504,South Gloucestershire,South West,2018,"Admissions per 100,000 population",1867.0
3505,Swindon,South West,2018,"Admissions per 100,000 population",1444.0
3506,Torbay,South West,2018,"Admissions per 100,000 population",2316.0
3507,Wiltshire,South West,2018,"Admissions per 100,000 population",1052.0
2453,Blackburn With Darwen,North West,2018,Admissions count: women,2066.0
2452,Sunderland,North East,2018,Admissions count: women,1710.0
2451,Stockton-On-Tees,North East,2018,Admissions count: women,911.0
2450,South Tyneside,North East,2018,Admissions count: women,506.0
2448,Northumberland,North East,2018,Admissions count: women,2786.0
3498,Dorset,South West,2018,"Admissions per 100,000 population",1187.0
5200,Bolton,North West,2018,"Admissions per 100,000 population: women",957.0
2449,Redcar And Cleveland,North East,2018,Admissions count: women,499.0
5202,Cheshire East,North West,2018,"Admissions per 100,000 population: women",1469.0
5236,Derby,East Midlands,2018,"Admissions per 100,000 population: women",2273.0
5237,Derbyshire,East Midlands,2018,"Admissions per 100,000 population: women",2260.0
5238,Leicester,East Midlands,2018,"Admissions per 100,000 population: women",1315.0
5239,Leicestershire,East Midlands,2018,"Admissions per 100,000 population: women",1352.0
5240,Lincolnshire,East Midlands,2018,"Admissions per 100,000 population: women",1470.0
5241,Northamptonshire,East Midlands,2018,"Admissions per 100,000 population: women",1657.0
5242,Nottingham,East Midlands,2018,"Admissions per 100,000 population: women",2080.0
5243,Nottinghamshire,East Midlands,2018,"Admissions per 100,000 population: women",2545.0
5244,Rutland,East Midlands,2018,"Admissions per 100,000 population: women",783.0
5245,Birmingham,West Midlands,2018,"Admissions per 100,000 population: women",2023.0
5246,Coventry,West Midlands,2018,"Admissions per 100,000 population: women",2630.0
5247,Dudley,West Midlands,2018,"Admissions per 100,000 population: women",2681.0
5249,Sandwell,West Midlands,2018,"Admissions per 100,000 population: women",1561.0
5251,Solihull,West Midlands,2018,"Admissions per 100,000 population: women",2167.0
5252,Staffordshire,West Midlands,2018,"Admissions per 100,000 population: women",2051.0
5253,Stoke-On-Trent,West Midlands,2018,"Admissions per 100,000 population: women",2356.0
5254,Telford And Wrekin,West Midlands,2018,"Admissions per 100,000 population: women",2337.0
5255,Walsall,West Midlands,2018,"Admissions per 100,000 population: women",3007.0
5256,Warwickshire,West Midlands,2018,"Admissions per 100,000 population: women",2144.0
5257,Wolverhampton,West Midlands,2018,"Admissions per 100,000 population: women",3018.0
5258,Worcestershire,West Midlands,2018,"Admissions per 100,000 population: women",2669.0
5259,East Of England,West Midlands,2018,"Admissions per 100,000 population: women",1176.0
5260,Bedford,West Midlands,2018,"Admissions per 100,000 population: women",768.0
5261,Cambridgeshire,West Midlands,2018,"Admissions per 100,000 population: women",1253.0
5262,Central Bedfordshire,West Midlands,2018,"Admissions per 100,000 population: women",825.0
5201,Bury,North West,2018,"Admissions per 100,000 population: women",925.0
5263,Essex,West Midlands,2018,"Admissions per 100,000 population: women",805.0
5264,Hertfordshire,West Midlands,2018,"Admissions per 100,000 population: women",1589.0
5265,Luton,West Midlands,2018,"Admissions per 100,000 population: women",1148.0
5235,York,North Yorkshire,2018,"Admissions per 100,000 population: women",2300.0
5234,Wakefield,North Yorkshire,2018,"Admissions per 100,000 population: women",3058.0
5250,Shropshire,West Midlands,2018,"Admissions per 100,000 population: women",1934.0
5232,Rotherham,North Yorkshire,2018,"Admissions per 100,000 population: women",1623.0
5205,Halton,North West,2018,"Admissions per 100,000 population: women",1511.0
5206,Knowsley,North West,2018,"Admissions per 100,000 population: women",1669.0
5233,Sheffield,North Yorkshire,2018,"Admissions per 100,000 population: women",1057.0
5207,Lancashire,North West,2018,"Admissions per 100,000 population: women",1612.0
5208,Liverpool,North West,2018,"Admissions per 100,000 population: women",1346.0
5209,Manchester,North West,2018,"Admissions per 100,000 population: women",1450.0
5210,Oldham,North West,2018,"Admissions per 100,000 population: women",1141.0
5211,Rochdale,North West,2018,"Admissions per 100,000 population: women",1047.0
5204,Cumbria,North West,2018,"Admissions per 100,000 population: women",1056.0
5213,Sefton,North West,2018,"Admissions per 100,000 population: women",1271.0
5214,St. Helens,North West,2018,"Admissions per 100,000 population: women",1567.0
5215,Stockport,North West,2018,"Admissions per 100,000 population: women",2238.0
5216,Tameside,North West,2018,"Admissions per 100,000 population: women",1239.0
5217,Trafford,North West,2018,"Admissions per 100,000 population: women",1051.0
5218,Warrington,North West,2018,"Admissions per 100,000 population: women",796.0
5212,Salford,North West,2018,"Admissions per 100,000 population: women",2843.0
5219,Wigan,North West,2018,"Admissions per 100,000 population: women",2753.0
5231,North Lincolnshire,North West,2018,"Admissions per 100,000 population: women",1204.0
5230,North East Lincolnshire,North West,2018,"Admissions per 100,000 population: women",1731.0
5229,Leeds,North West,2018,"Admissions per 100,000 population: women",1576.0
5228,Kirklees,North West,2018,"Admissions per 100,000 population: women",2075.0
5227,Kingston Upon Hull,North West,2018,"Admissions per 100,000 population: women",763.0
5226,East Riding Of Yorkshire,North West,2018,"Admissions per 100,000 population: women",1040.0
5203,Cheshire West And Chester,North West,2018,"Admissions per 100,000 population: women",1729.0
